"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"YSS7B2M9GK","Amerpoort","BAARN","no","yes","no","111692371","2908397","73475648",NA,2011,2.6,65.8,NA
"VMTZA6N3L9","Beweging 3.0","AMERSFOORT","no","no","yes","123865443","3205040","84008432",NA,2011,2.6,67.8,NA
"3GJYXLVJ87","Miroya","AMERSFOORT","yes","no","no","717013","176873","324789",NA,2011,24.7,45.3,NA
"3GJ3H9SQAB","PuurZuid","AMSTERDAM","no","no","yes","17225478","-320679","10872876",NA,2011,-1.9,63.1,NA
"NWHHYW5WT6","Rooms Katholieke Stichting Zorgcentra Meerlanden","BADHOEVEDORP","no","no","yes","13443141","-164661","8918500",NA,2011,-1.2,66.3,NA
"X9B32HHTR9","Zorgcontact","ZANDVOORT","no","no","yes","18810435","89697","12227287",NA,2011,0.5,65,NA
"3GJBVVHLTR","Combiwel Welzijn","AMSTERDAM","no","no","yes","23965373","-1139903","15680210",NA,2011,-4.8,65.4,NA
"7486FPJ7X6","GGZ inGeest","AMSTERDAM","yes","no","no","141689790","1671079","104933557",NA,2011,1.2,74.1,NA
"NZ6CEBLNZK","Stichting Zonnehuisgroep Amstelland","AMSTELVEEN","no","no","yes","56009187","1201518","37563041",NA,2011,2.1,67.1,NA
"WPM5UXYWU9","HVO-Querido","AMSTERDAM","yes","no","no","74449000","1995000","42335000",NA,2011,2.7,56.9,NA
"YSYE8U74F7","Stichting Koninklijke Visio, expertisecentrum voor slechtziende en blinde mensen","Huizen","no","yes","yes","157610793","2147055","106501434",NA,2011,1.4,67.6,NA
"VMFPDMLA2B","Interapy Nederland B.V.","AMSTERDAM","yes","no","no","1547675","-955353","2101130",NA,2011,-61.7,135.8,NA
"3GJT3YTCZT","Stichting Thuiszorg Diakonie Amsterdam","AMSTERDAM ZUIDOOST","no","no","yes","5373416","54828","4202313",NA,2011,1,78.2,NA
"748EY5Q5BK","De Bascule","AMSTERDAM","yes","no","no","67178624","2380086","47929174",NA,2011,3.5,71.3,NA
"X9BTC2XWQ7","Cordaan Groep","AMSTERDAM","yes","yes","yes","357366000","652000","254732000",NA,2011,0.2,71.3,NA
"YSYJGN52RB","Intellimatch B.V.","AMSTERDAM ZUIDOOST","no","no","yes","3775500","164121","2768864",NA,2011,4.3,73.3,NA
"9NZ4KF6ABT","Unal Zorg B.V.","AMSTERDAM","no","yes","no","2489356","336445","1469657",NA,2011,13.5,59,NA
"QVGLF8DCJK","Zorgbalans","HAARLEM","no","no","yes","134588261","3060365","90284825",NA,2011,2.3,67.1,NA
"NZ6ZU7K55G","Thuiszorgnet","UITHOORN","no","no","yes","1043023","26023","841620",NA,2011,2.5,80.7,NA
"VMFH4WY2JT","Amsta","AMSTERDAM","no","yes","yes","124206420","-1176765","86291131",NA,2011,-0.9,69.5,NA
"9NR8LMT476","VITA welzijn en advies","AMSTELVEEN","no","no","yes","5631570","49824","3514180",NA,2011,0.9,62.4,NA
"3GDGWHWAQK","Gunst Zorg B.V.","HOORN NH","no","no","yes","780992","89372","583859",NA,2011,11.4,74.8,NA
"QVGNYKPKG9","Wonen en Zorg Purmerend (SWZP)","PURMEREND","no","no","yes","11897731","190110","8196723",NA,2011,1.6,68.9,NA
"748XPE9CLG","Hospice Dignitas","HOORN NH","no","no","yes","1037656","33451","713247",NA,2011,3.2,68.7,NA
"NZ6H2QAL97","Actie Thuiszorg B.V.","ALKMAAR","no","no","yes","5414437","291251","4609600",NA,2011,5.4,85.1,NA
"VM49KB6R56","Stichting Woonzorggroep Wilgaerden","HOORN NH","no","no","yes","45926230","788284","35305519",NA,2011,1.7,76.9,NA
"9NRQ7RX23K","(dnoDoen) DNO Maatschappelijke Opvang Noordholland Noord","ALKMAAR","yes","no","no","5872036","343734","3729760",NA,2011,5.9,63.5,NA
"QVG2ESGACG","De Waerden","HEERHUGOWAARD","no","yes","no","19488163","425485","13616137",NA,2011,2.2,69.9,NA
"74CAUCVKV7","Stichting Geriant","HEERHUGOWAARD","yes","no","no","10578748","617828","7739136",NA,2011,5.8,73.2,NA
"NZA9A34CYB","MagentaZorg","HEERHUGOWAARD","no","no","yes","62450000","876000","43185000",NA,2011,1.4,69.2,NA
"X9UBXU7GHT","Hulpvaardig","NIBBIXWOUD","no","no","yes","332926","-21586","329745",NA,2011,-6.5,99,NA
"3GDFS2P2KG","Landzijde","Purmerend","yes","no","no","6289469","388350","465569",NA,2011,6.2,7.4,NA
"QV5YP694S7","Zorggroep Tellus","DEN HELDER","no","no","yes","7264087","187485","3810711",NA,2011,2.6,52.5,NA
"NZA7CE2Y4R","Zorggroep Almere","ALMERE","no","no","yes","146582975","3272007","88468487",NA,2011,2.2,60.4,NA
"WP2WNQB8TT","Coloriet","LELYSTAD","no","no","yes","38500264","-261675","26513419",NA,2011,-0.7,68.9,NA
"9NR4TBNUAG","MoleMann Mental Health B.V.","Almere","yes","no","no",NA,NA,NA,NA,2011,NA,NA,NA
"3GNV9XGZH7","Zorggroep Oude en Nieuwe Land","EMMELOORD","no","no","yes","71696242","2821074","54840875",NA,2011,3.9,76.5,NA
"QV53B4VMFB","Zorggroep Leveste Middenveld","HOOGEVEEN","no","no","yes","310296000","7827000","180627000",NA,2011,2.5,58.2,NA
"YSKML94G69","Pro Senectute (voor de Ouderdom)","AMSTERDAM","no","no","yes","23346530","2526","12241664",NA,2011,0,52.4,NA
"VMH6W5ZQ4G","Verzorgingscentra Utingeradeel","AKKRUM","no","no","yes","6777665","-90404","5042819",NA,2011,-1.3,74.4,NA
"9NXCSD7JT7","Tjallinga-Hiem","LEEUWARDEN","yes","yes","no","15551837","864091","10371879",NA,2011,5.6,66.7,NA
"WPT8HLQ6NK","Fier Fryslan","LEEUWARDEN","yes","yes","no","15921094","1379050","10710828",NA,2011,8.7,67.3,NA
"VMH9T3B3X7","Zorgcentrum Talma Urk","URK","no","no","yes","4626104","110417","2939579",NA,2011,2.4,63.5,NA
"9NXP975QZB","Maeykehiem","SINT NICOLAASGA","no","yes","no","10037893","-203680","7542754",NA,2011,-2,75.1,NA
"QV5T6XHBNT","Antonius Zorggroep","SNEEK","no","no","yes","137142941","629125","88224278",NA,2011,0.5,64.3,NA
"749SG4RZD6","Zienn","LEEUWARDEN","yes","no","no","22992589","1590097","15498367",NA,2011,6.9,67.4,NA
"NZS9XYJM7K","Zorgcentrum het Bildt","SINT ANNAPAROCHIE","no","no","yes","4537655","106795","3294853",NA,2011,2.4,72.6,NA
"WPTPV9LFQ9","Zorggroep Tellens","BOLSWARD","no","no","yes","56225572","3927640","35492135",NA,2011,7,63.1,NA
"YSVLWKRVW7","Olmenes","APPELSCHA","no","yes","no","11231417","168851","8172714",NA,2011,1.5,72.8,NA
"9NXZQQL3DR","Stichting Zorggarant Thuiszorg Noord Nederland","HEERENVEEN","no","no","yes","20668145","-102694","18953848",NA,2011,-0.5,91.7,NA
"QVQK8ZTJP6","Geestelijke Gezondheidszorg Friesland","LEEUWARDEN","yes","no","no","136139368","1223183","96078385",NA,2011,0.9,70.6,NA
"X9WFZ36FC7","Zorggroep Pasana","DOKKUM","no","no","yes","74333992","-4308030","50712824",NA,2011,-5.8,68.2,NA
"9NXHBGC95T","Vredewold","LEEK","no","no","yes","8572885","172854","5136954",NA,2011,2,59.9,NA
"QVQGGUXQLK","Exploitatiestichting Westerholm/Rikkers-Lubbers","HAREN GN","no","no","yes","4101973","18512","2598910",NA,2011,0.5,63.4,NA
"NZSXKH3B8G","Molendrift","GRONINGEN","yes","no","no","3510154","284179","2419538",NA,2011,8.1,68.9,NA
"9NMCMLKVE6","Elker","GRONINGEN","yes","no","no","30979558","1710475","20474874",NA,2011,5.5,66.1,NA
"3GBQ8QF9CK","Maatschappelijke en Juridische Dienstverlening (MJD)","GRONINGEN","yes","no","no","12669140","366572","9718154",NA,2011,2.9,76.7,NA
"QVQBDNW3V9","ZINN (Zorgorganisatie in Noord Nederland)","Haren","no","no","yes","70113621","1680031","41459598",NA,2011,2.4,59.1,NA
"749M4RPQYG","Assagioli","HAREN GN","yes","no","no","1293627","46417","941043",NA,2011,3.6,72.7,NA
"NZYALF9JA7","Zorgcentrum De Blanckenbörg","BLIJHAM","no","no","yes","7736325","32495","5236474",NA,2011,0.4,67.7,NA
"YS8YC4QTCT","R.K. Ouderenzorg St. Franciscus","VEENDAM","no","no","yes","2505037","374989","2023710",NA,2011,15,80.8,NA
"V26EBYCH86","Nieuw Woelwijck, Dorpsgemeenschap van Geestelijk Gehandicapten","SAPPEMEER","no","yes","no","29909368","1451098","20950170",NA,2011,4.9,70,NA
"3GBWGGMVS9","Burgemeester Van Julsinghatehuis","DELFZIJL","no","no","yes","6981000","1094316","3753646",NA,2011,15.7,53.8,NA
"QVQTRJN96G","Huize St. Joseph","SAPPEMEER","no","no","yes","7633676","-88746","4745982",NA,2011,-1.2,62.2,NA
"V26JMAKTAK","Hervormde Stichting Bejaardenzorg","HOOGEVEEN","no","no","yes","6277686","417518","4090784",NA,2011,6.7,65.2,NA
"9NMR8VF4H9","Trajectum (Hanzeborg / Hoeve Boschoord)","Zwolle","no","yes","no","79949744","661545","59714769",NA,2011,0.8,74.7,NA
"3GB4DLZAFG","Stichting Huisvesting Ouderen Westerbork","WESTERBORK","no","no","yes","5888584","520378","3649248",NA,2011,8.8,62,NA
"NZYJWXSLZR","Stichting Zorggroep Drenthe Holding","ASSEN","no","no","yes","31278344","1771415","19889744",NA,2011,5.7,63.6,NA
"WPFRSF25UT","Universitaire en Algemene Kinder- en Jeugdpsychiatrie Noord-Nederland (Accare)","ASSEN","yes","no","no","58091477","2033339","43890535",NA,2011,3.5,75.6,NA
"YS8NNM9U4K","De Stouwe","MEPPEL","no","no","yes","16761602","1012989","9485042",NA,2011,6,56.6,NA
"V26XHHART9","Pento","APELDOORN","yes","yes","no","13689614","969917","9185242",NA,2011,7.1,67.1,NA
"9N26GYM2MG","Vitree","KAMPEN","yes","yes","no","39497259","974052","27054190",NA,2011,2.5,68.5,NA
"3GU8R9N4R7","Rosengaerde","DALFSEN","no","no","yes","7899803","472141","5052621",NA,2011,6,64,NA
"QVP5K55AWB","Voorzieningen voor Verstandelijk en Meervoudig Gehandicapte Kinderen Zwolle e.o.","ZWOLLE","no","yes","no","3196994","156160","1529748",NA,2011,4.9,47.8,NA
"NZYXTWHCDT","Baalderborg Groep","HARDENBERG","no","yes","yes","50667910","1957863","33505482",NA,2011,3.9,66.1,NA
"X9R8U6J5PK","RIBW IJssel-Vecht","ZWOLLE","yes","no","no","27704589","2435845","14681349",NA,2011,8.8,53,NA
"V2ASVT4UZG","IJsselheem Holding","Kampen","no","no","yes","74233212","174419","51564258",NA,2011,0.2,69.5,NA
"QVPUL3E4JR","Bruggerbosch","ENSCHEDE","no","no","yes","18133097","334759","12505660",NA,2011,1.8,69,NA
"74E2W7YAPT","Woon- en Zorgcentrum Friso","ALMELO","no","no","yes","4676991","174211","2563946",NA,2011,3.7,54.8,NA
"WP49QXUCGK","Protestants Christelijke Stichting voor Ouderenzorg Woon- en Zorgcentrum De Vriezenhof","VRIEZENVEEN","no","no","yes","5184408","511137","3384682",NA,2011,9.9,65.3,NA
"X9RQM4QLL9","Ambiq","HENGELO","yes","yes","no","48216370","1198950","33852702",NA,2011,2.5,70.2,NA
"QVPF7E82GT","Verpleging Verzorging Thuis B.V.","Almelo","no","no","yes","4876591","118642","4036951",NA,2011,2.4,82.8,NA
"WP47BZDKC9","Woon & Zorgcentrum Herfstzon","GOOR","no","no","yes","1264815","13152","816959",NA,2011,1,64.6,NA
"3GUHLSLUET","Protestants-Christelijke Stichting Philadelphia Zorg","NUNSPEET","no","yes","no","337580724","11376036","232666380",NA,2011,3.4,68.9,NA
"QV7VWCYR96","Careander","HARDERWIJK","no","yes","no","27295283","957599","18066222",NA,2011,3.5,66.2,NA
"74LGS3T28K","Evangelisch Begeleidingscentrum","'T HARDE","yes","no","no","2361399","-247691","1734831",NA,2011,-10.5,73.5,NA
"YSCB3JTELB","Zorg-Wooncentrum Den Bouw Warnsveld","WARNSVELD","no","no","yes","4536826","561895","2028273",NA,2011,12.4,44.7,NA
"V2AMZWUG9R","De Woonmensen/Kwza","APELDOORN","no","no","yes","11772735","52938","7634504",NA,2011,0.4,64.8,NA
"3GWC76CDV6","Trimenzo","Twello","no","no","yes","12532965","-72178","9077583",NA,2011,-0.6,72.4,NA
"NZKMBQDMHG","Riwis Zorg en Welzijn","APELDOORN","yes","no","yes","38900803","-1257610","24380628",NA,2011,-3.2,62.7,NA
"WPHA6N3FF7","Forensisch Psychiatrisch Centrum Oldenkotte","EIBERGEN","yes","no","no","26699534","-618711","19518068",NA,2011,-2.3,73.1,NA
"YSCTJPX8VR","LSG-Rentray","ZUTPHEN","yes","yes","yes","107332126","-823191","78328303",NA,2011,-0.8,73,NA
"V2SSFBDEYT","Aen Godes Sorghen Vertrout (AGSV)","ARNHEM","no","yes","no","10659385","-312674","7544674",NA,2011,-2.9,70.8,NA
"3GWPU4KP6K","Hervormde Wooncentra","EDE GLD","no","no","yes","4891038","363951","2944721",NA,2011,7.4,60.2,NA
"74LTQCWBTG","Samen Zorgen","HERVELD","no","no","yes","10030780","736613","6466133",NA,2011,7.3,64.5,NA
"NZVSMGPZM7","Vreedenhoff","ARNHEM","no","no","yes","11789599","430008","7550063",NA,2011,3.6,64,NA
"X9XPDWAFWR","Het Maanderzand-Gereformeerd Bejaarden Centrum","EDE GLD","no","no","yes","3770544","-87745","2536710",NA,2011,-2.3,67.3,NA
"YS9KZ5WY6T","Het Schild, Centrum voor Visueel Gehandicapte Ouderen","WOLFHEZE","no","no","yes","5004782","55994","3528227",NA,2011,1.1,70.5,NA
"V2S3YDPVH6","Hervormde Stichting tot Verzorging van Ouderen NEBO","BARNEVELD","no","no","yes","3965890","231349","2412869",NA,2011,5.8,60.8,NA
"9NTJPZ99FK","Dr. Leo Kannerhuis","DOORWERTH","yes","no","no","30268969","666050","22848488",NA,2011,2.2,75.5,NA
"743KBVNJZ7","Fatima Zorg","WEHL","no","yes","no","37385334","1866708","25583014",NA,2011,5,68.4,NA
"WPHJGPVZNR","Adullam voor Gehandicaptenzorg","BARNEVELD","no","yes","no","16524951","1352954","11070988",NA,2011,8.2,67,NA
"9NTXUUVVR9","Regionale Instelling voor Beschermd Wonen Arnhem en Veluwe-Vallei (RIBW Arnhem en Veluwe-Vallei)","ARNHEM","yes","no","no","34734383","6899220","18195249",NA,2011,19.9,52.4,NA
"3GZ6AX49WG","Christelijk Verpleeghuis Norschoten","BARNEVELD","no","no","yes","18931113","591423","12579667",NA,2011,3.1,66.4,NA
"NZVN89EJ7R","De Gelderhorst Landelijk Centrum voor Oudere Doven","EDE GLD","no","no","yes","6650785","68303","4570370",NA,2011,1,68.7,NA
"9NFA2NSSNG","Markenheem, Centra voor Zorg en Dienstverlening","DOETINCHEM","no","no","yes","25230000","428000","15375000",NA,2011,1.7,60.9,NA
"3GZ9CZ2VJ7","Ons Bedrijf","BARNEVELD","yes","yes","no","1751746","-253065","1274841",NA,2011,-14.4,72.8,NA
"QVJQNTB9PB","Stichting Swon het seniorennetwerk","NIJMEGEN","no","no","yes","4825679","257167","2579472",NA,2011,5.3,53.5,NA
"W76ARLHJL6","Zorgcentrum St. Jozef","GENDT","no","no","yes","5828279","108972","3227033",NA,2011,1.9,55.4,NA
"X9M9KPRB9K","Stichting LuciVer","WIJCHEN","no","no","yes","6579029","246925","4366031",NA,2011,3.8,66.4,NA
"YS9FECGXD9","Gasthuis St. Jan De Deo","MILLINGEN AAN DE RIJN","no","no","yes","2743608","87602","1854189",NA,2011,3.2,67.6,NA
"9NFLA74HQ7","Van Zeeland","NIJMEGEN","no","no","yes","4273646","29173","3031381",NA,2011,0.7,70.9,NA
"QVJWXMJVLR","Malderburch, Centrum voor Welzijn, Wonen en Zorg","MALDEN","no","no","yes","7177475","115831","4770939",NA,2011,1.6,66.5,NA
"743FVHL99T","Stichting Dienstencentrum Oud Burgeren Gasthuis","NIJMEGEN","no","no","yes","4539652","-24946","3628007",NA,2011,-0.5,79.9,NA
"W76E49TQVK","Regionale Instelling voor Begeleiding en Wonen Nijmegen & Rivierenland","NIJMEGEN","yes","no","no","28641080","2490572","17421792",NA,2011,8.7,60.8,NA
"X9M7L5UJY9","Taborhuis","GROESBEEK","yes","no","no","447805","-131280","455109",NA,2011,-29.3,101.6,NA
"3GZRNNBHCR","Protestants Christelijk Zorgcentrum 't Anker","KESTEREN","no","no","yes","3686223","6052","2439752",NA,2011,0.2,66.2,NA
"QVJ4HRQSVT","De Wittenberg","HAAFTEN","no","no","yes","4365028","224934","2787476",NA,2011,5.2,63.9,NA
"W76DK8X369","Woon- en Zorgcentrum Avondlicht","HERWIJNEN","no","no","yes","3271624","361715","1993997",NA,2011,11.1,60.9,NA
"X9MR73D54G","Sint Annaklooster","EINDHOVEN","no","no","yes","11657496","501178","8517741",NA,2011,4.3,73.1,NA
"YSE5UY8N97","Mutsaersstichting","VENLO","yes","no","no","26740120","991938","16283456",NA,2011,3.7,60.9,NA
"V2YBACHW8B","Bejaardenzorg Lazaristen en Dochters der Liefde","PANNINGEN","no","no","yes","2715629","80465","1825383",NA,2011,3,67.2,NA
"3GR6XJJTST","La Providence","GRUBBENVORST","no","no","yes","7709707","451784","4695551",NA,2011,5.9,60.9,NA
"W76MLKWC2G","Rubicon Jeugdzorg","HORN","yes","no","no","15855733","-215965","10845268",NA,2011,-1.4,68.4,NA
"YSEU2AY7YB","R.K. Stichting Sint Jozef","Meijel","no","no","yes","5456116","828499","3345771",NA,2011,15.2,61.3,NA
"V2YTCVTNAR","Koraal Groep","SITTARD","yes","yes","no","221531000","3280000","161646000",NA,2011,1.5,73,NA
"QVDP3BC2TK","Ouderencentrum Beek en Bos","HEYTHUYSEN","no","no","yes","5785666","297964","3718186",NA,2011,5.2,64.3,NA
"YSE46H6G4R","Orbis Medisch en Zorgconcern. KvK nummer is van het groepshoofd (stichting Orbis Medisch Centrum)","SITTARD","yes","no","yes","330261548","5696388","185269018",NA,2011,1.7,56.1,NA
"9N4LX9DD26","Stichting Adelante Groep","HOENSBROEK","no","yes","no","60614208","1454525","43669396",NA,2011,2.4,72,NA
"3GRJV53UXK","Verpleeghuis Bergweide","HEERLEN","no","no","yes","8564954","-311102","6595374",NA,2011,-3.6,77,NA
"74GFFWF2UG","Stichting Moveoo","ROERMOND","yes","no","no","10812870","119595","7703365",NA,2011,1.1,71.2,NA
"NZCKE2W4N7","Vivantes Zorggroep","GELEEN","no","no","yes","32902953","531948","20974703",NA,2011,1.6,63.7,NA
"W7ALW67AJB","Vivre","MAASTRICHT","no","no","yes","99103721","1766467","63772701",NA,2011,1.8,64.3,NA
"X92JSVEKPR","Stichting Kloosterverzorgingshuis Zusters Onder de Bogen","MAASTRICHT","no","no","yes","3124220","-14283","1942120",NA,2011,-0.5,62.2,NA
"YSL88TFEXT","Woonzorgcentrum De Beyart","MAASTRICHT","no","no","yes","5460863","266568","3814461",NA,2011,4.9,69.9,NA
"V2KGNAWGR6","Regionale Instelling voor Beschermende Woonvormen Heuvelland en Maasvallei","MAASTRICHT","yes","no","no","13401620","719463","8670796",NA,2011,5.4,64.7,NA
"9N4DH8PPWK","Woonzorgcentrum De Annenborch","ROSMALEN","no","no","yes","4931186","212775","3139541",NA,2011,4.3,63.7,NA
"7458YBMR77","Reinier van Arkel","'S-HERTOGENBOSCH","yes","no","no","111590573","2961048","77740456",NA,2011,2.7,69.7,NA
"NZCGPXN2QB","Van Neynsel","'S-HERTOGENBOSCH","no","no","yes","47425225","1872842","29610007",NA,2011,3.9,62.4,NA
"W7AD24G4GR","Stichting Maatschappelijke Opvang Verdihuis","Oss","yes","no","no","4868864","578824","3100272",NA,2011,11.9,63.7,NA
"X92X9Y8ALT","Sint Jozefoord","NULAND","no","no","yes","7729953","-154702","4807692",NA,2011,-2,62.2,NA
"3GXAJEVPPG","Berne Zorg","HEESWIJK DINTHER","no","no","yes","15130716","-54383","10191937",NA,2011,-0.4,67.4,NA
"QVNCF54D57","Noenes Have","HAAREN","yes","no","no","147765","-22657","97471",NA,2011,-15.3,66,NA
"745QEDZU3B","Geestelijke Gezondheidszorg Oost Brabant","ROSMALEN","yes","no","no","135429986","2270798","94550202",NA,2011,1.7,69.8,NA
"NZCBUZ7RER","Thuiszorgcentrale IVT","'S-HERTOGENBOSCH","no","no","yes","7759607","-101048","7130705",NA,2011,-1.3,91.9,NA
"W7A2ATE2CT","Stichting Mariënstede","Vught","no","no","yes","15812547","865151","9196879",NA,2011,5.5,58.2,NA
"X9TAQAS486","Stichting Zorggroep Dorus","SCHIJNDEL","no","no","yes","16065542","445372","10982665",NA,2011,2.8,68.4,NA
"9NHY3SEEGG","Kempenhaeghe","HEEZE","no","yes","no","63549632","-1478666","44317834",NA,2011,-2.3,69.7,NA
"QVN7Y32P9B","Severinus","VELDHOVEN","no","yes","no","44794226","695227","29369954",NA,2011,1.6,65.6,NA
"NZCT2U5UKT","Bejaardenzorg Zusters van het Heilig Hart","ROSMALEN","no","no","yes","596695","67069","437710",NA,2011,11.2,73.4,NA
"W7SYCM8RY6","Stichting Archipel","EINDHOVEN","no","no","yes","100034029","2353457","58571924",NA,2011,2.4,58.6,NA
"X9TEN4H2AK","Stichting Kloosterverzorgingshuis Glorieux","EINDHOVEN","no","no","yes","2603588","37429","1710738",NA,2011,1.4,65.7,NA
"V2VVK25YEG","Valkenhof","VALKENSWAARD","no","no","yes","31638032","260720","21800473",NA,2011,0.8,68.9,NA
"9NH3J688C7","De Zorgboog","BAKEL","no","no","yes","92682884","2045115","63507379",NA,2011,2.2,68.5,NA
"3GXJFKHEVB","Oro","HELMOND","no","yes","no","57693911","2596097","39292444",NA,2011,4.5,68.1,NA
"QVNREERGYR","Samenwerkende Woon- en Zorgvoorzieningen voor Lichamelijk en Meervoudig Gehandicapten (SWZ)","Son","no","yes","no","40190964","1284183","24486658",NA,2011,3.2,60.9,NA
"NZ9VANLD66","Regionale Stichting Zorgcentra De Kempen","BLADEL","no","no","yes","57345944","2506519","40432561",NA,2011,4.4,70.5,NA
"W7S35RYB4K","Diomage","GEMERT","no","yes","no","8735991","-149458","5553558",NA,2011,-1.7,63.6,NA
"YS384B7F8G","De Duynsberg","TILBURG","no","no","yes","5881394","146696","3079180",NA,2011,2.5,52.4,NA
"9NHNW4YYSB","Stichting Het Laar","TILBURG","no","no","yes","14215130","225010","8203645",NA,2011,1.6,57.7,NA
"QVB6PCU94T","De Wever","TILBURG","no","no","yes","125906249","1974282","80349651",NA,2011,1.6,63.8,NA
"74Q82GQ3F6","Joris Zorg","OIRSCHOT","no","no","yes","13440169","199762","8802565",NA,2011,1.5,65.5,NA
"X9TXHMXBZG","De Twern voor Lokaal Welzijnswerk","TILBURG","no","no","yes","68724","-909","69633",NA,2011,-1.3,101.3,NA
"YS3PKD5MA7","RIBW Midden-Brabant","TILBURG","yes","no","no","29018772","1587594","18603594",NA,2011,5.5,64.1,NA
"9NH2T2HHFR","Verzorging St. Franciscus","GILZE","no","no","yes","5094728","152669","3271969",NA,2011,3,64.2,NA
"3GMSE6XS2T","VITA zorg en welzijn","RIJEN","no","no","yes","4857538","220217","2804846",NA,2011,4.5,57.7,NA
"QVB9UVDVM6","GGZ Breburg","TILBURG","yes","no","no","140650000","2831000","98949000",NA,2011,2,70.4,NA
"74QPAL39RK","Zorgstichting 't Heem","UDENHOUT","no","no","yes","12339300","496451","7700757",NA,2011,4,62.4,NA
"NZ9U5PK3W9","Lava-Team","DRUNEN","yes","no","no","2443888","-601218","1897598",NA,2011,-24.6,77.6,NA
"X9FSVRWJD7","MaasDuinen","KAATSHEUVEL","no","no","yes","18177628","1729928","10804059",NA,2011,9.5,59.4,NA
"9B6KSXTTRT","De Wijngaerd","MADE","no","no","yes","6485211","200123","4081944",NA,2011,3.1,62.9,NA
"3GMLQ4UHZ6","Schakelring","WAALWIJK","no","no","yes","45987145","1037019","29786969",NA,2011,2.3,64.8,NA
"QVB72YPSUK","Zorgplein Maaswaarden","WIJK EN AALBURG","no","no","yes","9929756","156162","6182113",NA,2011,1.6,62.3,NA
"74QZC99VN9","Zorgorganisatie Het Hoge Veer","RAAMSDONKSVEER","no","no","yes","7863090","29297","5259321",NA,2011,0.4,66.9,NA
"NZ9FN5A9JG","Stichting Maria-Oord","Dongen","no","no","yes","3982689","242922","3064748",NA,2011,6.1,77,NA
"X9FL3WNQ5B","Prisma","WAALWIJK","no","yes","no","101590640","1537995","66378517",NA,2011,1.5,65.3,NA
"YS3H7QCNZR","Stichting Juzt","Breda","yes","no","no","37874703","621980","29776489",NA,2011,1.6,78.6,NA
"V28VTN6WUT","Ruitersbos","BREDA","no","no","yes","8227420","230564","5583224",NA,2011,2.8,67.9,NA
"QVBXAA3H79","Avoord Zorg en Wonen","ETTEN-LEUR","no","no","yes","41388811","522893","27517649",NA,2011,1.3,66.5,NA
"74QH58VSQG","Groenhuysen","ROOSENDAAL","no","no","yes","94945156","2972821","59445371",NA,2011,3.1,62.6,NA
"NZEVXL4VG7","Valkenhorst","BREDA","no","no","yes","6469832","-222751","5054357",NA,2011,-3.4,78.1,NA
"W7YGVPZ9LB","Stichting Elisabeth","BREDA","no","no","yes","47905773","-1205174","31226905",NA,2011,-2.5,65.2,NA
